name,quantity,calories,carbohydrate,fat,protein,link
Sundubu-jjigae,1 cup,卡路里: 189,碳水化合: 6.5克,脂肪: 11.4克,蛋白質: 18.5克,Sundubu-jjigae
Sinseollo,"Generic Sinseollo, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Sinseollo
Dongchimi,254.63 gramm,卡路里: 22,碳水化合: 6.2克,脂肪: 0.1克,蛋白質: 0.8克,Dongchimi
Nabak-kimchi,"Nabak, 1 cup",卡路里: 120,碳水化合: 65克,脂肪: 17克,蛋白質: 0克,Nabak-kimchi
Dhondas,"Cucumber Cake, 100 gm",卡路里: 522,碳水化合: 62.3克,脂肪: 27.5克,蛋白質: 10.4克,Dhondas
Soan papdi,"Soan?Papdi, 20 grams",卡路里: 87,碳水化合: 15.2克,脂肪: 3克,蛋白質: 0克,Soan%20papdi
Baek-kimchi,"TASTE, 1 pot",卡路里: 32,碳水化合: 5克,脂肪: 0.5克,蛋白質: 1.7克,Baek-kimchi
Chicken riggies,"Nino's, 1 cup",卡路里: 621,碳水化合: 70.9克,脂肪: 0克,蛋白質: 38.9克,Chicken%20riggies
Afelia,"Homemade, 100 gr",卡路里: 185,碳水化合: 1.5克,脂肪: 12克,蛋白質: 11.5克,Afelia
Guly?sleves,"Update, 4 dl (1 t?ny?r)",卡路里: 345,碳水化合: 22克,脂肪: 11克,蛋白質: 10克,Guly?sleves
Marie biscuit,"Marie, 1 biscuit",卡路里: 25,碳水化合: 4.8克,脂肪: 0.7克,蛋白質: 0.4克,Marie%20biscuit
Caf? li?geois,314.02 gramme,卡路里: 703,碳水化合: 51.8克,脂肪: 51.9克,蛋白質: 8.3克,Caf?%20li?geois
Ch?,"Ch?, 1 cup",卡路里: 310,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Ch?
Pootharekulu,"Ifood.tv, 4 "" roll",卡路里: 287,碳水化合: 7克,脂肪: 30克,蛋白質: 0.1克,Pootharekulu
Escalope,"Dinde Escalope, 100 g",卡路里: 114,碳水化合: 0克,脂肪: 2克,蛋白質: 24克,Escalope
Rajma,"Rajma Home Made, 1 cup",卡路里: 151,碳水化合: 24.2克,脂肪: 7.1克,蛋白質: 7克,Rajma
Beshbarmak,"Homemade, 100 g",卡路里: 222,碳水化合: 13.7克,脂肪: 12.1克,蛋白質: 12.9克,Beshbarmak
Torta Tre Monti,"Torta tre monti, 100 grammo",卡路里: 518,碳水化合: 62.5克,脂肪: 29克,蛋白質: 6.3克,Torta%20Tre%20Monti
French dip,"Homemade, 1 sandwich",卡路里: 373,碳水化合: 29.8克,脂肪: 14.4克,蛋白質: 29.6克,French%20dip
Pumpkin-coconut custard,"Coconut Milk, 0.5 cup",卡路里: 300,碳水化合: 42克,脂肪: 0克,蛋白質: 4克,Pumpkin-coconut%20custard
Rose hip soup,"rose hip soup, 1 cup",卡路里: 150,碳水化合: 38克,脂肪: 0克,蛋白質: 0克,Rose%20hip%20soup
Veggie burger,"Veggie Burger, 1 patty",卡路里: 100,碳水化合: 10克,脂肪: 2克,蛋白質: 12克,Veggie%20burger
Steak tartare,1 cup,卡路里: 552,碳水化合: 5.7克,脂肪: 43.9克,蛋白質: 32.6克,Steak%20tartare
Bologna sausage,"IGA Bologna Sausage, 2 slices",卡路里: 140,碳水化合: 3克,脂肪: 11克,蛋白質: 6克,Bologna%20sausage
P?t?,"P?t? Chinois, 1 plate",卡路里: 334,碳水化合: 22.3克,脂肪: 19.5克,蛋白質: 18.2克,P?t?
Bibimbap,"Bibimbap, 1 Bowl",卡路里: 400,碳水化合: 30克,脂肪: 17克,蛋白質: 25克,Bibimbap
Shahi paneer,242.29 gramm,卡路里: 310,碳水化合: 14.8克,脂肪: 24.6克,蛋白質: 11.7克,Shahi%20paneer
Fufu,"fufu, 1 cup",卡路里: 335,碳水化合: 78.8克,脂肪: 0.5克,蛋白質: 1.9克,Fufu
Pyttipanna,"Pyttipanna, 100 g",卡路里: 148,碳水化合: 17.6克,脂肪: 6.3克,蛋白質: 4.5克,Pyttipanna
Chicken sandwich,"mc chicken sandwich, 1 sandwich",卡路里: 360,碳水化合: 40克,脂肪: 16克,蛋白質: 14克,Chicken%20sandwich
Ghari,"Surati Ghari, 1 piece",卡路里: 790,碳水化合: 54克,脂肪: 60克,蛋白質: 12克,Ghari
Michigan salad,"Michigan Dining, 4 Oz Serving",卡路里: 241,碳水化合: 21.6克,脂肪: 16.4克,蛋白質: 4克,Michigan%20salad
Cabinet pudding,"Generic Cabinet Pudding, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Cabinet%20pudding
American fried rice,"Ezygo, 225 gram",卡路里: 410,碳水化合: 71克,脂肪: 10克,蛋白質: 12克,American%20fried%20rice
Churrasco,"Churrasco, 100 g",卡路里: 180,碳水化合: 0克,脂肪: 11.1克,蛋白質: 21.5克,Churrasco
Pasulj,"Pasulj Prebranac, 100 g",卡路里: 65,碳水化合: 13克,脂肪: 0.7克,蛋白質: 6克,Pasulj
Mitraillette,"Generic, 1 sandwich",卡路里: 1311,碳水化合: 230克,脂肪: 51克,蛋白質: 23.5克,Mitraillette
Salat? de boeuf,"Carrefour, 100 g",卡路里: 136,碳水化合: 13克,脂肪: 8.1克,蛋白質: 2.6克,Salat?%20de%20boeuf
Rice pudding,"Rice pudding, 113 gram",卡路里: 120,碳水化合: 21克,脂肪: 2克,蛋白質: 4克,Rice%20pudding
R?sti,"migros r?sti, 100 Gramm",卡路里: 111,碳水化合: 18.5克,脂肪: 3.6克,蛋白質: 2克,R?sti
Naryn,"Generic Naryn, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Naryn
Kaldereta,1 serving (2 cups),卡路里: 678,碳水化合: 25.9克,脂肪: 45.8克,蛋白質: 45.1克,Kaldereta
Makroudh,"Masmoudi, 100 gramme",卡路里: 390,碳水化合: 52克,脂肪: 19克,蛋白質: 8克,Makroudh
Kachumbari,1 cup,卡路里: 80,碳水化合: 8.6克,脂肪: 5.2克,蛋白質: 1.7克,Kachumbari
Tsukemono,"Tokai Tsukemono, 100 grams",卡路里: 35,碳水化合: 0克,脂肪: 0克,蛋白質: 4.1克,Tsukemono
Cheese fries,"Homemade, 1.25 cup",卡路里: 200,碳水化合: 37克,脂肪: 4克,蛋白質: 10.5克,Cheese%20fries
Slatko,"strudla, 1 kom",卡路里: 404,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Slatko
Qatayef,44.99 gramm,卡路里: 122,碳水化合: 18.7克,脂肪: 5.2克,蛋白質: 1.4克,Qatayef
Passatelli,"Passatelli, 100 gr",卡路里: 287,碳水化合: 35.9克,脂肪: 9.4克,蛋白質: 15克,Passatelli
Sweet potato soup,"Imagine, 1 cup",卡路里: 110,碳水化合: 23克,脂肪: 1克,蛋白質: 2克,Sweet%20potato%20soup
Shchi,"Ask Oksana, 6350 g",卡路里: 2724,碳水化合: 205克,脂肪: 32克,蛋白質: 509克,Shchi
Kulfi,"Kulfi, 1 kulfi",卡路里: 101,碳水化合: 9.1克,脂肪: 6.1克,蛋白質: 2.4克,Kulfi
Dolma,"Dolma, 100 g",卡路里: 126,碳水化合: 14克,脂肪: 6.3克,蛋白質: 2.1克,Dolma
Kai yang,"Kai Yang, 35 gram",卡路里: 140,碳水化合: 20克,脂肪: 6克,蛋白質: 2克,Kai%20yang
Shark fin soup,"Shark?fin?soup, 1 pack",卡路里: 49,碳水化合: 6.6克,脂肪: 0.8克,蛋白質: 3.8克,Shark%20fin%20soup
Pozole,"Pozole, 1 bowl",卡路里: 220,碳水化合: 20克,脂肪: 7克,蛋白質: 22克,Pozole
Pakora,"Pakora, 100 Gram",卡路里: 271,碳水化合: 35克,脂肪: 13.9克,蛋白質: 0克,Pakora
Chantilly cake,"Publix, 118 g",卡路里: 270,碳水化合: 33克,脂肪: 14克,蛋白質: 2克,Chantilly%20cake
Kr?wki,"Kr?wki ciechoci?skie, 100 g",卡路里: 378,碳水化合: 72.5克,脂肪: 7克,蛋白質: 4.6克,Kr?wki
Russian tea cake,"Generic, 1 Cookie (35g)",卡路里: 130,碳水化合: 27克,脂肪: 2克,蛋白質: 2克,Russian%20tea%20cake
Ox-tongue pastry,"ox tongue, 100 gram",卡路里: 190,碳水化合: 1.2克,脂肪: 13.2克,蛋白質: 16.5克,Ox-tongue%20pastry
Sachertorte,"Sachertorte Merkur, 100 Gramm",卡路里: 370,碳水化合: 61克,脂肪: 12克,蛋白質: 3.5克,Sachertorte
Palitaw,"Palitaw, 14 g",卡路里: 130,碳水化合: 0克,脂肪: 14克,蛋白質: 0克,Palitaw
Jolpan,"Generic Jolpan, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Jolpan
Mantou,"Mantou, 1 piece",卡路里: 180,碳水化合: 36克,脂肪: 1克,蛋白質: 5克,Mantou
Finger steaks,"beef chuck finger steaks, 4 oz",卡路里: 250,碳水化合: 0克,脂肪: 19克,蛋白質: 21克,Finger%20steaks
Steak sandwich,"Steak Sandwich, 1 sandwich",卡路里: 354,碳水化合: 10克,脂肪: 17克,蛋白質: 20克,Steak%20sandwich
Talo,"Talo Chorizo, 100 gr",卡路里: 356,碳水化合: 1.9克,脂肪: 29.3克,蛋白質: 21.2克,Talo
Erkuai,"Generic Erkuai, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Erkuai
Mixian,"mixian, 100 g",卡路里: 360,碳水化合: 79.3克,脂肪: 2.1克,蛋白質: 4克,Mixian
St. Louis-style pizza,1 slice,卡路里: 230,碳水化合: 23.7克,脂肪: 10.6克,蛋白質: 9.8克,St.%20Louis-style%20pizza
Moambe,"Generic, 303 g",卡路里: 769,碳水化合: 13.1克,脂肪: 50.9克,蛋白質: 66.1克,Moambe
Upma,"Homemade, 120 g",卡路里: 250,碳水化合: 45.7克,脂肪: 3.8克,蛋白質: 8.1克,Upma
Panjiri,"Generic, 1 cup cooked",卡路里: 512,碳水化合: 53.6克,脂肪: 30.8克,蛋白質: 5.4克,Panjiri
Eggs Sardou,"Eat Clean Diet, 1 egg sardou",卡路里: 154,碳水化合: 21克,脂肪: 3克,蛋白質: 14克,Eggs%20Sardou
Shanghai fried noodles,"Maggi, 100 g",卡路里: 352,碳水化合: 68.3克,脂肪: 3.3克,蛋白質: 12.2克,Shanghai%20fried%20noodles
Quarkk?ulchen,"Bofrost, 1 St?ck, 100g",卡路里: 199,碳水化合: 35克,脂肪: 3.4克,蛋白質: 6.1克,Quarkk?ulchen
Cupcake,"Cupcake, 1 cake",卡路里: 200,碳水化合: 35克,脂肪: 6克,蛋白質: 2克,Cupcake
Snickerdoodle,"Kroger, 1 cookies",卡路里: 80,碳水化合: 22克,脂肪: 8克,蛋白質: 1克,Snickerdoodle
Farl,"Ormo Soda Farl, 0.5 farl",卡路里: 168,碳水化合: 29.2克,脂肪: 3克,蛋白質: 5.2克,Farl
Coleslaw,"???????? ?????KITCHEN ?????, 1 包?",卡路里: 149,碳水化合: 12克,脂肪: 11.4克,蛋白質: 2.4克,Coleslaw
Calas,"Calas, 1 porsjoner",卡路里: 176,碳水化合: 27.2克,脂肪: 6.2克,蛋白質: 2.6克,Calas
Beef Stroganoff,"Homemade Stroganoff Made With Beef, 1.5 cups",卡路里: 586,碳水化合: 9克,脂肪: 44克,蛋白質: 37克,Beef%20Stroganoff
Shimotsukare,"Generic Shimotsukare, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Shimotsukare
Squab,"1 bird, bone removed",卡路里: 236,碳水化合: 0克,脂肪: 14.4克,蛋白質: 26.5克,Squab
Basbousa,"Basbousa, 100 g",卡路里: 268,碳水化合: 40克,脂肪: 10克,蛋白質: 5克,Basbousa
Watalappam,"kiran's, 80 ml",卡路里: 350,碳水化合: 45克,脂肪: 20克,蛋白質: 5克,Watalappam
Tepsi baytinijan,"Generic, 1 cup",卡路里: 375,碳水化合: 45克,脂肪: 13克,蛋白質: 22克,Tepsi%20baytinijan
Kuli-kuli,"My Kuli-Kuli, 175 gram",卡路里: 300,碳水化合: 11克,脂肪: 48克,蛋白質: 37.4克,Kuli-kuli
Shabu-shabu,790.93 gramm,卡路里: 709,碳水化合: 32.3克,脂肪: 39.3克,蛋白質: 64.5克,Shabu-shabu
Sundae,"Mcdonalds Sundae, 1 cup",卡路里: 275,碳水化合: 46克,脂肪: 9克,蛋白質: 5克,Sundae
Fried brain sandwich,"Generic, 3 oz",卡路里: 166,碳水化合: 0克,脂肪: 13.5克,蛋白質: 10.7克,Fried%20brain%20sandwich
Rollmops,"Rollmops, 1 part",卡路里: 203,碳水化合: 14.1克,脂肪: 11.4克,蛋白質: 11克,Rollmops
Higashi,"Higashi, 9 g",卡路里: 18,碳水化合: 2克,脂肪: 1克,蛋白質: 1克,Higashi
Panna cotta,"Panna??Cotta, 120 g",卡路里: 237,碳水化合: 28.8克,脂肪: 12克,蛋白質: 3.1克,Panna%20cotta
Aloo gobi,"Indian, 1 cup",卡路里: 304,碳水化合: 52克,脂肪: 7克,蛋白質: 12克,Aloo%20gobi
Aspic,"Generic, 100 g",卡路里: 239,碳水化合: 1克,脂肪: 7克,蛋白質: 43克,Aspic
Obatzda,"Alpenhain, 25 g",卡路里: 82,碳水化合: 0.8克,脂肪: 5.8克,蛋白質: 3.3克,Obatzda
Gulab jamun,"Generic, 1 piece",卡路里: 143,碳水化合: 17克,脂肪: 7.5克,蛋白質: 2.2克,Gulab%20jamun
Tuna casserole,"Bev Homemade Tuna Casserole, 1 Cup",卡路里: 257,碳水化合: 21克,脂肪: 1克,蛋白質: 3克,Tuna%20casserole
Ribollita,"Homemade, 2 cups",卡路里: 233,碳水化合: 51克,脂肪: 5克,蛋白質: 10克,Ribollita
Chomchom,"uddins, 70 gram",卡路里: 465,碳水化合: 5克,脂肪: 9克,蛋白質: 24克,Chomchom
Rassolnik,"Salvest, 100 g",卡路里: 38,碳水化合: 5.2克,脂肪: 1.5克,蛋白質: 0.7克,Rassolnik
Jeongol,"Cafeteria, 1 bag",卡路里: 330,碳水化合: 35克,脂肪: 20克,蛋白質: 3克,Jeongol
Cantonese seafood soup,"Generic Cantonese Seafood Soup, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Cantonese%20seafood%20soup
Eggplant Salad,1 cup,卡路里: 156,碳水化合: 16.3克,脂肪: 10.6克,蛋白質: 1.8克,Eggplant%20Salad
K?rt?skal?cs,"H?zi, 100 g",卡路里: 275,碳水化合: 43.6克,脂肪: 7.1克,蛋白質: 8克,K?rt?skal?cs
P?lsa,"Norrlands P?lsa, 0.5 burk",卡路里: 374,碳水化合: 29克,脂肪: 23克,蛋白質: 11克,P?lsa
Lobster roll,"Generic, 1 sandwich",卡路里: 328,碳水化合: 24克,脂肪: 14克,蛋白質: 26克,Lobster%20roll
Sloppy joe,"Sloppy Joe homemade, 0.25 lb",卡路里: 282,碳水化合: 11克,脂肪: 3.2克,蛋白質: 6.8克,Sloppy%20joe
Schnitzel,"Wiener Schnitzel, 100 gram",卡路里: 188,碳水化合: 6.3克,脂肪: 9.2克,蛋白質: 20克,Schnitzel
Bacalhau,"Bacalhau-, 100 g",卡路里: 71,碳水化合: 0.6克,脂肪: 0.7克,蛋白質: 18.1克,Bacalhau
Sfenj,"Generic, 100 g",卡路里: 402,碳水化合: 45克,脂肪: 22克,蛋白質: 6克,Sfenj
Menudo,"Homemade, 1 cup cooked",卡路里: 233,碳水化合: 30克,脂肪: 5.3克,蛋白質: 17.6克,Menudo
Gujia,"coconut gujia, 100 gram",卡路里: 442,碳水化合: 48克,脂肪: 24克,蛋白質: 6克,Gujia
Liver soup,1 cup,卡路里: 201,碳水化合: 13.1克,脂肪: 8.5克,蛋白質: 17.1克,Liver%20soup
Panocha,"Panocha Mandu, 1 Mandu",卡路里: 400,碳水化合: 49克,脂肪: 14克,蛋白質: 25克,Panocha
Chakapuli,"Homemade, 1 serving",卡路里: 323,碳水化合: 11克,脂肪: 16克,蛋白質: 16克,Chakapuli
Sklandrausis,"Home, 100 g",卡路里: 234,碳水化合: 17.7克,脂肪: 16.2克,蛋白質: 4.3克,Sklandrausis
Liver p?t?,"P?t?, 100 gram",卡路里: 258,碳水化合: 20克,脂肪: 18克,蛋白質: 4克,Liver%20p?t?
Rullep?lse,"Rullep?lse, 5 skiver",卡路里: 100,碳水化合: 0克,脂肪: 1克,蛋白質: 21克,Rullep?lse
Frikadeller,"Frikadeller, 1 stk",卡路里: 300,碳水化合: 35克,脂肪: 14克,蛋白質: 12克,Frikadeller
Frikandel,"Onbekend, 1 stuks",卡路里: 221,碳水化合: 6.7克,脂肪: 16.8克,蛋白質: 11.2克,Frikandel
Cinnamon roll,"Weikel's Cinnamon Roll, 1 Roll",卡路里: 525,碳水化合: 81克,脂肪: 18.5克,蛋白質: 9克,Cinnamon%20roll
Scotch pie,1 pie,卡路里: 1045,碳水化合: 69.9克,脂肪: 67.7克,蛋白質: 35克,Scotch%20pie
Hot wiener,"Maple Leaf, 1 (38g)",卡路里: 80,碳水化合: 2克,脂肪: 8克,蛋白質: 5克,Hot%20wiener
Wodzionka,"Generic Wodzionka, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Wodzionka
Greek salad,"Salad: Greek, 1 Cup",卡路里: 179,碳水化合: 7.4克,脂肪: 15克,蛋白質: 5.1克,Greek%20salad
Raita,"Cucumber Raita, 1 cup",卡路里: 130,碳水化合: 10.1克,脂肪: 5克,蛋白質: 12.9克,Raita
Dong'an chicken,"Generic Dong'an Chicken, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Dong'an%20chicken
Boortsog,82.89 gramm,卡路里: 274,碳水化合: 41克,脂肪: 11.4克,蛋白質: 3.3克,Boortsog
Coca,"Coca, 1 canette",卡路里: 140,碳水化合: 35克,脂肪: 0克,蛋白質: 0克,Coca
Champon,235.56 gramm,卡路里: 159,碳水化合: 23克,脂肪: 4克,蛋白質: 8.6克,Champon
Tabbouleh,"Tabbouleh, 150 g",卡路里: 125,碳水化合: 15克,脂肪: 12克,蛋白質: 3克,Tabbouleh
Korokke,"G?n?rique, 150 g",卡路里: 176,碳水化合: 37.3克,脂肪: 2.2克,蛋白質: 5.7克,Korokke
Chile relleno,"Trader Joe's Chile Relleno, 1 piece",卡路里: 400,碳水化合: 37克,脂肪: 20克,蛋白質: 23克,Chile%20relleno
Brandade,"Brandade, 1 assiette",卡路里: 78,碳水化合: 1克,脂肪: 5克,蛋白質: 7克,Brandade
Hoppang,"Kirin, 1 Bun",卡路里: 290,碳水化合: 50克,脂肪: 4.5克,蛋白質: 12克,Hoppang
Gozinaki,"Gozinaki, 25 gram",卡路里: 529,碳水化合: 40.9克,脂肪: 36.2克,蛋白質: 11.9克,Gozinaki
Lazarakia,"Generic Lazarakia, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Lazarakia
Puff Puff,"Puff, 1 piece",卡路里: 112,碳水化合: 11克,脂肪: 6克,蛋白質: 3克,Puff%20Puff
Fatteh,"Homemade, 1 cup",卡路里: 495,碳水化合: 55.3克,脂肪: 25克,蛋白質: 16.8克,Fatteh
Speculaas,"Speculaas, 100 gr",卡路里: 488,碳水化合: 52.8克,脂肪: 27克,蛋白質: 8.6克,Speculaas
Karasumi,"Homemade, 1 colher de sopa - 12 fatias m?dias",卡路里: 130,碳水化合: 0克,脂肪: 0克,蛋白質: 12克,Karasumi
Brandy snaps,"Foxs, 1 brandy snap",卡路里: 60,碳水化合: 10克,脂肪: 1.9克,蛋白質: 0克,Brandy%20snaps
Trdeln?k,"Skalica, 100 gram",卡路里: 435,碳水化合: 31克,脂肪: 30克,蛋白質: 10克,Trdeln?k
Cocido madrile?o,"Cocido, 1 plato",卡路里: 794,碳水化合: 69.7克,脂肪: 40.5克,蛋白質: 45.4克,Cocido%20madrile?o
Red velvet cake,"Red velvet cake, 78 g",卡路里: 300,碳水化合: 39克,脂肪: 15克,蛋白質: 3克,Red%20velvet%20cake
Kringle,"Kringle, 55 gram",卡路里: 180,碳水化合: 31克,脂肪: 6克,蛋白質: 2克,Kringle
Quenelle,"quenelle, 100 g",卡路里: 387,碳水化合: 49.5克,脂肪: 19.9克,蛋白質: 5.5克,Quenelle
Toasted ravioli,1 piece with sauce,卡路里: 98,碳水化合: 11克,脂肪: 4.6克,蛋白質: 3.2克,Toasted%20ravioli
Tajine,"Tajine, 1 bol",卡路里: 112,碳水化合: 26克,脂肪: 0克,蛋白質: 1克,Tajine
Cranachan,"Stoats, 1 cup",卡路里: 140,碳水化合: 26.2克,脂肪: 1.9克,蛋白質: 3.9克,Cranachan
Rusk,"rusk toast, 3 slices",卡路里: 150,碳水化合: 27克,脂肪: 3克,蛋白質: 9克,Rusk
Mille-feuille,"Mille feuille, 250 ml",卡路里: 70,碳水化合: 11克,脂肪: 1克,蛋白質: 3克,Mille-feuille
Acorn noodle soup,"Sura, 0.5 Pack",卡路里: 390,碳水化合: 70克,脂肪: 7克,蛋白質: 12克,Acorn%20noodle%20soup
Gachas,"Casero, 100 g",卡路里: 364,碳水化合: 64.9克,脂肪: 10.6克,蛋白質: 5.1克,Gachas
Jingisukan,"Generic Jingisukan, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Jingisukan
Thekua,"Homemade, 100 g",卡路里: 401,碳水化合: 58.3克,脂肪: 18.3克,蛋白質: 4克,Thekua
Ghugni,"ghugni peas, 1 gram",卡路里: 81,碳水化合: 14克,脂肪: 1.8克,蛋白質: 5克,Ghugni
Tarama,"Tarama, 100 g",卡路里: 547,碳水化合: 5克,脂肪: 54克,蛋白質: 8克,Tarama
Italian beef,"Crockpot Italian Beef (Sparkrecipes, 4 oz",卡路里: 216,碳水化合: 2.4克,脂肪: 6.2克,蛋白質: 36.3克,Italian%20beef
Challah,"Challah, 1 slice",卡路里: 80,碳水化合: 15克,脂肪: 2克,蛋白質: 0克,Challah
Fried ice cream,1 cup,卡路里: 759,碳水化合: 49.5克,脂肪: 59.5克,蛋白質: 8.9克,Fried%20ice%20cream
Onion ring,"Arbys, 1 Ring (Medium Order)",卡路里: 82,碳水化合: 11.2克,脂肪: 4.8克,蛋白質: 1.2克,Onion%20ring
Smoked meat,"Smoked Meat, 63 grams",卡路里: 130,碳水化合: 2克,脂肪: 7克,蛋白質: 12克,Smoked%20meat
Dahi vada,1 piece with sauce,卡路里: 89,碳水化合: 10.2克,脂肪: 5克,蛋白質: 3.8克,Dahi%20vada
Mother-in-law,"Allrecipes, 0.25 of recipe",卡路里: 159,碳水化合: 11.1克,脂肪: 6.4克,蛋白質: 14.7克,Mother-in-law
Blondie,"Costa, 1 Piece",卡路里: 386,碳水化合: 41.3克,脂肪: 22.4克,蛋白質: 5.3克,Blondie
Guk,"Guk, 1 bowl",卡路里: 180,碳水化合: 18.7克,脂肪: 4克,蛋白質: 14.5克,Guk
Hiyashi ch?ka,230.26 gramme,卡路里: 271,碳水化合: 29.5克,脂肪: 10.5克,蛋白質: 15.8克,Hiyashi%20ch?ka
Sweet shells,"Sweet Pastry Shells, 1 piece",卡路里: 93,碳水化合: 10.6克,脂肪: 4.9克,蛋白質: 1.6克,Sweet%20shells
Salisbury steak,"Salisbury Steak, 4 oz",卡路里: 250,碳水化合: 4克,脂肪: 17克,蛋白質: 20克,Salisbury%20steak
Poffertjes,"Poffertjes, 100 gram",卡路里: 175,碳水化合: 25.6克,脂肪: 5克,蛋白質: 6.7克,Poffertjes
Eggs Neptune,"FitzVogt, 2 Halves",卡路里: 955,碳水化合: 31.6克,脂肪: 71.6克,蛋白質: 45.7克,Eggs%20Neptune
Galbi-jjim,"Uconn, 1 Plate",卡路里: 329,碳水化合: 35.7克,脂肪: 10.3克,蛋白質: 22.9克,Galbi-jjim
Agwi-jjim,1 taza,卡路里: 125,碳水化合: 3.8克,脂肪: 7.2克,蛋白質: 9.9克,Agwi-jjim
Instant-boiled mutton,"Homemade, 100 gr.",卡路里: 197,碳水化合: 0克,脂肪: 9.3克,蛋白質: 28.2克,Instant-boiled%20mutton
Cincalok,"Singlong, 2 Tbsp (50g)",卡路里: 30,碳水化合: 1.2克,脂肪: 0.2克,蛋白質: 6克,Cincalok
Jook-sing noodles,"Generic Jook-sing Noodles, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Jook-sing%20noodles
Potbrood,"Eureka Mills, 100 gram",卡路里: 369,碳水化合: 73.5克,脂肪: 1.4克,蛋白質: 11.2克,Potbrood
Burkinabe cuisine,"Lien Cuisine, 2 cups",卡路里: 270,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Burkinabe%20cuisine
Taralli,"Taralli Calt, 10 g",卡路里: 43,碳水化合: 6.7克,脂肪: 1.4克,蛋白質: 1.2克,Taralli
Carbonade flamande,"Homemade, 100 g",卡路里: 120,碳水化合: 5.4克,脂肪: 5.7克,蛋白質: 11克,Carbonade%20flamande
X?i,"x?i, 1 h?ip",卡路里: 675,碳水化合: 144.4克,脂肪: 2.3克,蛋白質: 13克,X?i
Sauerbraten,"Sauerbraten, 100 g",卡路里: 104,碳水化合: 2.7克,脂肪: 2.1克,蛋白質: 18.5克,Sauerbraten
Spiedie,"Spiedie & Rib Restraunt, 0.75 cup",卡路里: 516,碳水化合: 24.8克,脂肪: 34.9克,蛋白質: 24.8克,Spiedie
Gimbap,292.99 gramme,卡路里: 434,碳水化合: 52.5克,脂肪: 17.9克,蛋白質: 17.3克,Gimbap
Czernina,"Domowe, 100 g",卡路里: 78,碳水化合: 5.5克,脂肪: 4.8克,蛋白質: 2.7克,Czernina
Kroppkaka,"Kroppkaka, 100 g",卡路里: 146,碳水化合: 25克,脂肪: 3.9克,蛋白質: 4.2克,Kroppkaka
Buddha's delight,"Homemade, 14 oz",卡路里: 300,碳水化合: 34克,脂肪: 14克,蛋白質: 12克,Buddha's%20delight
Pain au chocolat,"Pain Au Chocolat, 1 serving",卡路里: 290,碳水化合: 33克,脂肪: 14.8克,蛋白質: 4.8克,Pain%20au%20chocolat
Goetta,"goetta, 1 slice",卡路里: 180,碳水化合: 10克,脂肪: 12克,蛋白質: 8克,Goetta
German chocolate cake,"Home Made German Chocolate Cake, 1 slice",卡路里: 332,碳水化合: 38克,脂肪: 11克,蛋白質: 0克,German%20chocolate%20cake
Melt sandwich,"Tuna Melt Sandwich Crush, 1 sandwich",卡路里: 379,碳水化合: 24克,脂肪: 19克,蛋白質: 0克,Melt%20sandwich
Popiah,"Generic, 1 piece",卡路里: 92,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Popiah
Haleem,"Haleem-home Made, 376 gram",卡路里: 974,碳水化合: 38.1克,脂肪: 60.9克,蛋白質: 79.3克,Haleem
Hornazo,1 piece,卡路里: 466,碳水化合: 37.9克,脂肪: 21.4克,蛋白質: 27.8克,Hornazo
Janchi-guksu,1 cup,卡路里: 118,碳水化合: 19克,脂肪: 1.6克,蛋白質: 6.4克,Janchi-guksu
